Order_ID,Date,Month,City,Region,Category,Product_Name,Customer_Segment,Payment_Method,Quantity,Unit_Price,Revenue,Discount_%,Discount_Amount,Final_Revenue,COGS,Operating_Expenses,Gross_Profit,Net_Profit,Profit_Margin_%,Is_Returned
ORD-10295,2024-03-12,March 2024,Delhi,North,Grocery,Amul Butter 500g,Regular,Cash,1,594.52,594.52,5,29.73,564.79,420.41,47.22,174.11,126.89,21.34,No
ORD-10241,2024-01-21,January 2024,Hyderabad,South,Grocery,Protein Powder,New,Credit Card,1,459.06,459.06,0,0,459.06,320.48,31.59,138.58,106.99,23.31,No
ORD-10850,2024-02-25,February 2024,Bangalore,South,Grocery,Olive Oil 1L,Regular,Debit Card,3,532.95,1598.85,5,79.94,1518.91,1071.01,190.77,527.84,337.07,21.08,No
ORD-10516,2024-03-01,March 2024,Chennai,South,Electronics,PS5 Controller,Premium,Debit Card,1,46083.1,46083.1,0,0,46083.1,35014.02,4953.49,11069.08,6115.59,13.27,No
ORD-11070,2024-02-13,February 2024,Bangalore,South,Clothing,Winter Coat,New,Credit Card,4,2924.91,11699.64,0,0,11699.64,6088.04,958.69,5611.6,4652.91,39.77,No
ORD-10643,2024-02-18,February 2024,Bangalore,South,Electronics,iPhone 15,Regular,Credit Card,2,83322.25,166644.5,20,33328.9,133315.6,118073.49,10463.08,48571.01,38107.93,22.87,No
ORD-10399,2024-02-01,February 2024,Hyderabad,South,Home & Kitchen,Mixer Grinder,New,EMI,1,18571.67,18571.67,0,0,18571.67,11070.27,1930.89,7501.4,5570.51,29.99,No
ORD-10497,2024-02-21,February 2024,Mumbai,West,Electronics,Canon Camera,New,Cash,5,46373.98,231869.9,0,0,231869.9,159537.08,19053.85,72332.82,53278.97,22.98,No
ORD-10176,2024-01-18,January 2024,Bangalore,South,Electronics,Laptop HP Pavilion,New,Credit Card,1,84406.28,84406.28,20,16881.26,67525.02,58471.16,10003.05,25935.12,15932.07,18.88,No
ORD-10683,2024-02-21,February 2024,Hyderabad,South,Sports,Cricket Bat SG,Regular,Debit Card,2,7291.26,14582.52,10,1458.25,13124.27,8623.22,881.51,5959.3,5077.79,34.82,No
ORD-11144,2024-03-25,March 2024,Hyderabad,South,Electronics,Canon Camera,Regular,EMI,1,47755.75,47755.75,0,0,47755.75,37145.61,4474.33,10610.14,6135.81,12.85,No
ORD-10064,2024-01-26,January 2024,Hyderabad,South,Electronics,OnePlus Nord,New,UPI,4,55753.68,223014.72,5,11150.74,211863.98,170085.1,12265.52,52929.62,40664.1,18.23,No
ORD-10965,2024-01-08,January 2024,Chennai,South,Home & Kitchen,Air Purifier,Loyal,Credit Card,2,2135.91,4271.82,0,0,4271.82,2726.85,316.74,1544.97,1228.23,28.75,No
ORD-11047,2024-02-16,February 2024,Hyderabad,South,Clothing,Kids Jeans,Regular,Cash,1,2773.08,2773.08,10,277.31,2495.77,1295.27,177.28,1477.81,1300.53,46.9,No
ORD-11062,2024-01-15,January 2024,Delhi,North,Electronics,Kindle Paperwhite,Regular,EMI,1,18938.38,18938.38,10,1893.84,17044.54,13584.85,2062.38,5353.53,3291.15,17.38,No
ORD-10498,2024-02-19,February 2024,Delhi,North,Grocery,Almonds 500g,New,Debit Card,2,2246.33,4492.66,0,0,4492.66,2946.85,251.32,1545.81,1294.49,28.81,No
ORD-10642,2024-02-26,February 2024,Mumbai,West,Sports,Cycling Helmet,Regular,Debit Card,1,6266.25,6266.25,0,0,6266.25,3781.29,323.52,2484.96,2161.44,34.49,No
ORD-10814,2024-01-31,January 2024,Delhi,North,Sports,Yoga Mat,Regular,Credit Card,2,14387.03,28774.06,15,4316.11,24457.95,17820.6,1634.9,10953.46,9318.56,32.39,No
ORD-10484,2024-03-08,March 2024,Mumbai,West,Grocery,Amul Butter 500g,New,Debit Card,2,2420,4840,0,0,4840,3398.51,525.78,1441.49,915.71,18.92,No
ORD-10863,2024-02-24,February 2024,Delhi,North,Grocery,Olive Oil 1L,Regular,Debit Card,2,1036.6,2073.2,0,0,2073.2,1395.17,175.3,678.03,502.73,24.25,No
ORD-10415,2024-02-06,February 2024,Chennai,South,Electronics,Laptop HP Pavilion,Regular,Cash,1,84453.2,84453.2,10,8445.32,76007.88,59964.59,5534.39,24488.61,18954.22,22.44,No
ORD-10862,2024-01-11,January 2024,Bangalore,South,Home & Kitchen,Mixer Grinder,Regular,Cash,2,4190.19,8380.38,0,0,8380.38,5034.87,450.2,3345.51,2895.31,34.55,No
ORD-10663,2024-03-12,March 2024,Mumbai,West,Grocery,Almonds 500g,Regular,EMI,2,1034.12,2068.24,0,0,2068.24,1367.34,228.58,700.9,472.32,22.84,No
ORD-10753,2024-03-06,March 2024,Chennai,South,Clothing,Ethnic Saree,Regular,EMI,1,6625.89,6625.89,0,0,6625.89,3461.44,507.05,3164.45,2657.4,40.11,No
ORD-10961,2024-02-24,February 2024,Hyderabad,South,Clothing,Denim Jeans,Premium,Credit Card,4,1376.1,5504.4,0,0,5504.4,2611.06,278.79,2893.34,2614.55,47.5,Yes
ORD-11153,2024-02-24,February 2024,Bangalore,South,Grocery,Olive Oil 1L,Regular,UPI,2,1349.85,2699.7,0,0,2699.7,1935.18,182.54,764.52,581.98,21.56,No
ORD-10343,2024-02-14,February 2024,Delhi,North,Home & Kitchen,Air Purifier,New,UPI,1,4443.38,4443.38,5,222.17,4221.21,2814.77,282.61,1628.61,1346,30.29,No
ORD-10747,2024-03-24,March 2024,Mumbai,West,Clothing,Women Kurti,Regular,Cash,2,1690.29,3380.58,0,0,3380.58,1498.92,300.3,1881.66,1581.36,46.78,No
ORD-10222,2024-03-10,March 2024,Delhi,North,Home & Kitchen,Bed Sheet Set,Premium,Credit Card,2,18531.72,37063.44,0,0,37063.44,21302.33,4122.81,15761.11,11638.3,31.4,No
ORD-10155,2024-01-03,January 2024,Bangalore,South,Grocery,Amul Butter 500g,Premium,Credit Card,2,2450.75,4901.5,0,0,4901.5,3429.46,493.94,1472.04,978.1,19.96,No
ORD-10848,2024-02-10,February 2024,Mumbai,West,Electronics,Canon Camera,Loyal,Cash,2,59128.27,118256.54,5,5912.83,112343.71,82942.45,10610.31,35314.09,24703.78,20.89,No
ORD-10095,2024-03-06,March 2024,Chennai,South,Electronics,Kindle Paperwhite,Regular,EMI,4,43818.61,175274.44,5,8763.72,166510.72,119946.7,18373.3,55327.74,36954.44,21.08,No
ORD-10487,2024-01-06,January 2024,Mumbai,West,Sports,Cycling Helmet,Regular,Cash,1,14360.28,14360.28,10,1436.03,12924.25,8762.14,1580.85,5598.14,4017.29,27.98,No
ORD-10909,2024-02-08,February 2024,Bangalore,South,Sports,Badminton Kit,Premium,EMI,1,13086.98,13086.98,0,0,13086.98,7945.86,946.45,5141.12,4194.67,32.05,No
ORD-10614,2024-03-14,March 2024,Bangalore,South,Sports,Yoga Mat,Loyal,EMI,2,4310.59,8621.18,0,0,8621.18,5230.44,501.63,3390.74,2889.11,33.51,No
ORD-10264,2024-02-11,February 2024,Mumbai,West,Electronics,Laptop HP Pavilion,Loyal,Cash,4,50688.56,202754.24,0,0,202754.24,153573.49,22151.64,49180.75,27029.11,13.33,Yes
ORD-10245,2024-01-07,January 2024,Delhi,North,Clothing,Men Formal Shirt,Regular,Cash,1,7646.37,7646.37,5,382.32,7264.05,3673.79,533.42,3972.58,3439.16,44.98,No
ORD-10698,2024-01-03,January 2024,Chennai,South,Electronics,Laptop HP Pavilion,New,Credit Card,2,26414.01,52828.02,0,0,52828.02,37987.83,2928.31,14840.19,11911.88,22.55,No
ORD-10521,2024-01-23,January 2024,Chennai,South,Electronics,OnePlus Nord,Loyal,EMI,1,13487.68,13487.68,10,1348.77,12138.91,9899.46,1287.17,3588.22,2301.05,17.06,No
ORD-10924,2024-03-06,March 2024,Chennai,South,Grocery,Olive Oil 1L,Loyal,Credit Card,2,978.16,1956.32,20,391.26,1565.06,1341.46,118.37,614.86,496.49,25.38,Yes
ORD-10934,2024-02-05,February 2024,Mumbai,West,Clothing,Winter Coat,New,EMI,1,4097.85,4097.85,0,0,4097.85,1996.87,355.54,2100.98,1745.44,42.59,No
ORD-10694,2024-02-20,February 2024,Mumbai,West,Clothing,Kids Jeans,Loyal,Unkown,2,2407.35,4814.7,0,0,4814.7,2204.87,549.55,2609.83,2060.28,42.79,No
ORD-10296,2024-01-16,January 2024,Hyderabad,South,Electronics,iPhone 15,Regular,EMI,1,41194.23,41194.23,0,0,41194.23,28505.65,4022.57,12688.58,8666.01,21.04,No
ORD-10687,2024-02-12,February 2024,Chennai,South,Sports,Treadmill,Premium,UPI,1,14710.51,14710.51,0,0,14710.51,8044.83,1285.91,6665.68,5379.77,36.57,Yes
ORD-11200,2024-03-21,March 2024,Mumbai,West,Home & Kitchen,Non-Stick Pan,Premium,Cash,1,18851.78,18851.78,10,1885.18,16966.6,12223.49,987.91,6628.29,5640.38,29.92,No
ORD-10055,2024-01-31,January 2024,Hyderabad,South,Home & Kitchen,Mixer Grinder,Regular,Credit Card,2,17419.93,34839.86,0,0,34839.86,20871.94,3675.79,13967.92,10292.13,29.54,No
ORD-10243,2024-01-21,January 2024,Bangalore,South,Electronics,iPhone 15,New,UPI,2,20957.57,41915.14,0,0,41915.14,28686.88,4627.64,13228.26,8600.62,20.52,Yes
ORD-10882,2024-03-24,March 2024,Mumbai,West,Grocery,Amul Butter 500g,New,Credit Card,2,2063.75,4127.5,10,412.75,3714.75,2844.09,456.1,1283.41,827.31,20.04,No
ORD-10219,2024-02-27,February 2024,Chennai,South,Electronics,Canon Camera,Premium,EMI,1,81002.88,81002.88,5,4050.14,76952.74,56662.56,6227.18,24340.32,18113.14,22.36,No
ORD-10034,2024-03-31,March 2024,Hyderabad,South,Electronics,OnePlus Nord,New,Cash,1,32230.38,32230.38,0,0,32230.38,24057.52,2356.49,8172.86,5816.37,18.05,No
ORD-10004,2024-01-06,January 2024,Hyderabad,South,Sports,Yoga Mat,Loyal,EMI,1,14607.49,14607.49,0,0,14607.49,8271.42,1578.46,6336.07,4757.61,32.57,No
ORD-10405,2024-02-14,February 2024,Bangalore,South,Home & Kitchen,Wall Clock,Regular,EMI,2,21757.72,43515.44,0,0,43515.44,27678.26,2664.19,15837.18,13172.99,30.27,No
ORD-11037,2024-02-10,February 2024,Chennai,South,Home & Kitchen,Water Purifier,Regular,Debit Card,1,4496.71,4496.71,10,449.67,4047.04,2667.46,320.73,1829.25,1508.52,33.55,No
ORD-10635,2024-03-01,March 2024,Mumbai,West,Clothing,Casual T-Shirt,Premium,Cash,1,7396.99,7396.99,0,0,7396.99,3926.33,426.98,3470.66,3043.68,41.15,No
ORD-10289,2024-02-22,February 2024,Chennai,South,Electronics,"Samsung TV 43""",Regular,UPI,1,41350.07,41350.07,10,4135.01,37215.06,28834.23,4385.61,12515.84,8130.23,19.66,No
ORD-10101,2024-03-14,March 2024,Chennai,South,Clothing,Kids Jeans,Regular,Cash,1,5356.53,5356.53,0,0,5356.53,2325.1,584.81,3031.43,2446.62,45.68,No
ORD-10170,2024-02-09,February 2024,Mumbai,West,Grocery,Cornflakes 1kg,Regular,EMI,1,1555.83,1555.83,10,155.58,1400.25,985.4,94.47,570.43,475.96,30.59,No
ORD-10143,2024-02-25,February 2024,Chennai,South,Electronics,iPhone 15,Regular,UPI,1,45002.48,45002.48,15,6750.37,38252.11,31330.58,5194.71,13671.9,8477.19,18.84,No
ORD-10126,2024-01-11,January 2024,Mumbai,West,Grocery,Olive Oil 1L,New,Credit Card,2,2095.66,4191.32,0,0,4191.32,2903.43,364.41,1287.89,923.48,22.03,No
ORD-10576,2024-01-18,January 2024,Delhi,North,Electronics,iPhone 15,Premium,Cash,3,45322.48,135967.44,0,0,135967.44,105370.34,15664.66,30597.1,14932.44,10.98,No
ORD-10714,2024-03-02,March 2024,Mumbai,West,Grocery,Basmati Rice 5kg,New,EMI,1,1801.42,1801.42,0,0,1801.42,1281.91,90.6,519.51,428.91,23.81,No
ORD-11091,2024-01-21,January 2024,Delhi,North,Grocery,Tata Salt 1kg,Regular,EMI,2,323.13,646.26,5,32.31,613.95,459.42,63.99,186.84,122.85,19.01,No
ORD-11159,2024-03-11,March 2024,Bangalore,South,Clothing,Sports Jacket,Premium,UPI,2,4045.8,8091.6,10,809.16,7282.44,3853.8,941.16,4237.8,3296.64,40.74,No
ORD-10948,2024-01-07,January 2024,Bangalore,South,Home & Kitchen,Mixer Grinder,Loyal,EMI,3,8826.12,26478.36,5,1323.92,25154.44,15379.98,2083.5,11098.38,9014.88,34.05,No
ORD-10638,2024-02-18,February 2024,Hyderabad,South,Sports,Dumbbells Set,Regular,Debit Card,2,11524.49,23048.98,10,2304.9,20744.08,12799.38,1878.38,10249.6,8371.22,36.32,No
ORD-11078,2024-02-14,February 2024,Mumbai,West,Clothing,Winter Coat,Regular,UPI,1,1380.53,1380.53,0,0,1380.53,710.11,125.65,670.42,544.77,39.46,No
ORD-11126,2024-01-09,January 2024,Hyderabad,South,Sports,Cricket Bat SG,Loyal,UPI,1,9431.36,9431.36,10,943.14,8488.22,5771.39,716.09,3659.97,2943.88,31.21,No
ORD-10927,2024-01-31,January 2024,Hyderabad,South,Home & Kitchen,Curtains Set,New,Debit Card,2,2452.41,4904.82,0,0,4904.82,2735.15,369.63,2169.67,1800.04,36.7,No
ORD-10684,2024-01-30,January 2024,Chennai,South,Sports,Swimming Goggles,Premium,UPI,1,10948.65,10948.65,15,1642.3,9306.35,6514.77,787.37,4433.88,3646.51,33.31,No
ORD-10985,2024-03-06,March 2024,Delhi,North,Grocery,Olive Oil 1L,Premium,UPI,1,1195.84,1195.84,5,59.79,1136.05,755.21,114.9,440.63,325.73,27.24,No
ORD-11172,2024-01-17,January 2024,Hyderabad,South,Electronics,iPhone 15,New,Credit Card,1,13612.65,13612.65,20,2722.53,10890.12,9479.01,1360.85,4133.64,2772.79,20.37,No
ORD-10445,2024-01-26,January 2024,Mumbai,West,Sports,Badminton Kit,New,EMI,1,578.23,578.23,0,0,578.23,323.71,61.59,254.52,192.93,33.37,No
ORD-10336,2024-01-25,January 2024,Bangalore,South,Sports,Yoga Mat,New,Credit Card,1,14243.89,14243.89,0,0,14243.89,8756.48,1248.59,5487.41,4238.82,29.76,No
ORD-10561,2024-03-31,March 2024,Delhi,North,Home & Kitchen,Non-Stick Pan,New,Debit Card,2,3794.96,7589.92,10,758.99,6830.93,4544.43,437.61,3045.49,2607.88,34.36,No
ORD-10071,2024-01-02,January 2024,Chennai,South,Home & Kitchen,Bed Sheet Set,Premium,UPI,3,6005.17,18015.51,10,1801.55,16213.96,10112.94,2095.1,7902.57,5807.47,32.24,No
ORD-11004,2024-03-08,March 2024,Chennai,South,Home & Kitchen,Pressure Cooker,Regular,Credit Card,1,2375.14,2375.14,20,475.03,1900.11,1341.18,281.17,1033.96,752.79,31.69,No
ORD-10740,2024-03-15,March 2024,Mumbai,West,Grocery,Honey 1kg,Regular,UPI,2,1653.85,3307.7,10,330.77,2976.93,2196.94,277.09,1110.76,833.67,25.2,No
ORD-10543,2024-02-11,February 2024,Bangalore,South,Grocery,Protein Powder,Regular,UPI,2,1729.34,3458.68,5,172.93,3285.75,2177.53,313.37,1281.15,967.78,27.98,No
ORD-10604,2024-02-24,February 2024,Mumbai,West,Electronics,Canon Camera,Premium,Debit Card,2,82781.56,165563.12,5,8278.16,157284.96,123304.97,16548.78,42258.15,25709.37,15.53,No
ORD-10379,2024-02-24,February 2024,Hyderabad,South,Sports,Cricket Bat SG,New,Credit Card,1,7736.14,7736.14,5,386.81,7349.33,4505.22,481.47,3230.92,2749.45,35.54,No
ORD-10236,2024-02-20,February 2024,Bangalore,South,Electronics,OnePlus Nord,Loyal,EMI,1,43075.68,43075.68,0,0,43075.68,31443.45,3944.66,11632.23,7687.57,17.85,No
ORD-11098,2024-02-14,February 2024,Chennai,South,Clothing,Denim Jeans,New,EMI,3,2371.6,7114.8,20,1422.96,5691.84,3413.9,573.82,3700.9,3127.08,43.95,No
ORD-10794,2024-03-28,March 2024,Hyderabad,South,Electronics,Kindle Paperwhite,Regular,Cash,1,16073.4,16073.4,0,0,16073.4,11093.44,1879.13,4979.96,3100.83,19.29,No
ORD-10897,2024-03-10,March 2024,Mumbai,West,Grocery,Basmati Rice 5kg,New,UPI,5,1721.78,8608.9,5,430.44,8178.46,5964.49,748.72,2644.41,1895.69,22.02,No
ORD-11113,2024-03-12,March 2024,Hyderabad,South,Sports,Treadmill,Premium,Credit Card,5,4866.1,24330.5,0,0,24330.5,14415.55,2529.37,9914.95,7385.58,30.36,Yes
ORD-10355,2024-02-05,February 2024,Delhi,North,Clothing,Kids Jeans,New,Debit Card,2,1510.81,3021.62,10,302.16,2719.46,1589.99,290.91,1431.63,1140.72,37.75,No
ORD-10866,2024-01-01,January 2024,Mumbai,West,Clothing,Denim Jeans,Regular,Credit Card,3,5990.74,17972.22,0,0,17972.22,9155.62,1112.77,8816.6,7703.83,42.87,No
ORD-10039,2024-02-01,February 2024,Delhi,North,Electronics,iPhone 15,Regular,Debit Card,1,66608.89,66608.89,0,0,66608.89,50650.13,6575.22,15958.76,9383.54,14.09,No
ORD-11128,2024-03-01,March 2024,Chennai,South,Home & Kitchen,Wall Clock,New,Debit Card,1,17297.44,17297.44,0,0,17297.44,11088.08,1152.65,6209.36,5056.71,29.23,Yes
ORD-10002,2024-01-28,January 2024,Delhi,North,Sports,Cricket Bat SG,Premium,Debit Card,2,8594.18,17188.36,10,1718.84,15469.52,10040.74,1364.18,7147.62,5783.44,33.65,No
ORD-10816,2024-02-28,February 2024,Bangalore,South,Home & Kitchen,Wall Clock,Premium,EMI,1,19197.09,19197.09,0,0,19197.09,12332.52,2222.79,6864.57,4641.78,24.18,No
ORD-10776,2024-03-01,March 2024,Bangalore,South,Sports,Yoga Mat,Regular,Credit Card,1,6691.25,6691.25,0,0,6691.25,3740.1,491.14,2951.15,2460.01,36.76,No
ORD-11178,2024-03-18,March 2024,Bangalore,South,Grocery,Olive Oil 1L,Premium,Credit Card,1,851.29,851.29,20,170.26,681.03,537.94,59.57,313.35,253.78,29.81,No
ORD-10843,2024-01-29,January 2024,Mumbai,West,Clothing,Winter Coat,Premium,Cash,1,2406.51,2406.51,10,240.65,2165.86,1039.51,239.61,1367,1127.39,46.85,No
ORD-10951,2024-02-22,February 2024,Delhi,North,Sports,Football Nike,Premium,Unkown,1,14124.2,14124.2,10,1412.42,12711.78,7096.05,1635.93,7028.15,5392.22,38.18,No
ORD-10178,2024-01-03,January 2024,Delhi,North,Clothing,Women Kurti,Regular,Credit Card,1,1076.01,1076.01,0,0,1076.01,535.54,106.77,540.47,433.7,40.31,No
ORD-10861,2024-02-29,February 2024,Mumbai,West,Electronics,OnePlus Nord,Premium,EMI,1,3376.8,3376.8,0,0,3376.8,2386.3,281.41,990.5,709.09,21,Yes
ORD-10833,2024-03-27,March 2024,Delhi,North,Electronics,PS5 Controller,New,EMI,1,4711.99,4711.99,5,235.6,4476.39,3576.64,512.92,1135.35,622.43,13.21,No
ORD-10824,2024-03-01,March 2024,Chennai,South,Clothing,Ethnic Saree,Regular,EMI,2,3030.49,6060.98,10,606.1,5454.88,2852.22,307.26,3208.76,2901.5,47.87,No
ORD-10225,2024-03-27,March 2024,Mumbai,West,Clothing,Ethnic Saree,Regular,UPI,5,7374.44,36872.2,10,3687.22,33184.98,19642.42,2171.12,17229.78,15058.66,40.84,No
ORD-10926,2024-02-04,February 2024,Delhi,North,Sports,Badminton Kit,Premium,UPI,1,13701.62,13701.62,10,1370.16,12331.46,8164.53,1622.59,5537.09,3914.5,28.57,No
ORD-10226,2024-03-27,March 2024,Hyderabad,South,Home & Kitchen,Air Purifier,Premium,Credit Card,1,14646.93,14646.93,10,1464.69,13182.24,8662.52,1195.77,5984.41,4788.64,32.69,No
ORD-10469,2024-03-02,March 2024,Hyderabad,South,Electronics,Canon Camera,New,EMI,2,19283.77,38567.54,5,1928.38,36639.16,27888.76,4574.66,10678.78,6104.12,15.83,No
ORD-10367,2024-03-19,March 2024,Mumbai,West,Clothing,Ethnic Saree,Premium,EMI,1,7727.16,7727.16,0,0,7727.16,3336.91,464.97,4390.25,3925.28,50.8,No
ORD-10366,2024-03-31,March 2024,Hyderabad,South,Clothing,Women Kurti,Premium,UPI,1,6057.92,6057.92,10,605.79,5452.13,3095.05,371.51,2962.87,2591.36,42.78,No
ORD-10218,2024-02-19,February 2024,Hyderabad,South,Clothing,Denim Jeans,Regular,EMI,2,5193,10386,0,0,10386,5233.34,1246.25,5152.66,3906.41,37.61,No
ORD-10889,2024-01-18,January 2024,Hyderabad,South,Home & Kitchen,Wall Clock,Regular,UPI,1,723.44,723.44,10,72.34,651.1,434.11,79.77,289.33,209.56,28.97,No
ORD-10902,2024-03-25,March 2024,Mumbai,West,Clothing,Denim Jeans,Regular,Credit Card,4,860.49,3441.96,0,0,3441.96,1850.27,341.5,1591.69,1250.19,36.32,No
ORD-10412,2024-03-12,March 2024,Hyderabad,South,Electronics,Canon Camera,Premium,UPI,2,57982.88,115965.76,5,5798.29,110167.47,83809.32,6643.35,32156.44,25513.09,22,No
ORD-10196,2024-01-03,January 2024,Delhi,North,Sports,Dumbbells Set,Premium,UPI,2,11382.92,22765.84,5,1138.29,21627.55,12471.03,1260.9,10294.81,9033.91,39.68,No
ORD-11033,2024-03-15,March 2024,Chennai,South,Home & Kitchen,Water Purifier,Regular,Credit Card,4,2907.62,11630.48,0,0,11630.48,6456.18,1224.7,5174.3,3949.6,33.96,No
ORD-10505,2024-03-19,March 2024,Hyderabad,South,Clothing,Men Formal Shirt,Loyal,EMI,1,7073.01,7073.01,0,0,7073.01,2977.31,812.19,4095.7,3283.51,46.42,No
ORD-11149,2024-03-31,March 2024,Delhi,North,Clothing,Women Kurti,Regular,UPI,2,1728.11,3456.22,10,345.62,3110.6,1492.76,277.56,1963.46,1685.9,48.78,No
ORD-11174,2024-01-21,January 2024,Mumbai,West,Grocery,Olive Oil 1L,Premium,UPI,2,636.2,1272.4,0,0,1272.4,859.85,68.29,412.55,344.26,27.06,No
ORD-10756,2024-03-30,March 2024,Chennai,South,Grocery,Protein Powder,Regular,Debit Card,4,1538.29,6153.16,10,615.32,5537.84,3920.02,715.34,2233.14,1517.8,24.67,No
ORD-10723,2024-03-22,March 2024,Delhi,North,Electronics,Boat Earbuds,Premium,UPI,1,9113.69,9113.69,10,911.37,8202.32,6255.88,474.61,2857.81,2383.2,26.15,No
ORD-10800,2024-03-14,March 2024,Delhi,North,Electronics,OnePlus Nord,Loyal,Debit Card,1,32021.88,32021.88,15,4803.28,27218.6,24498.64,2413.42,7523.24,5109.82,15.96,No
ORD-10174,2024-03-15,March 2024,Mumbai,West,Electronics,PS5 Controller,Loyal,Credit Card,1,30595.9,30595.9,5,1529.8,29066.1,23846.82,3531.4,6749.08,3217.68,10.52,No
ORD-10421,2024-02-03,February 2024,Mumbai,West,Home & Kitchen,Non-Stick Pan,Regular,Debit Card,1,19458.72,19458.72,5,972.94,18485.78,10964.74,1734.76,8493.98,6759.22,34.74,No
ORD-10892,2024-02-11,February 2024,Chennai,South,Sports,Cycling Helmet,Regular,UPI,3,8933.6,26800.8,10,2680.08,24120.72,13617.71,1395.42,13183.09,11787.67,43.98,No
ORD-10969,2024-02-11,February 2024,Mumbai,West,Electronics,Laptop HP Pavilion,New,EMI,1,44471.54,44471.54,0,0,44471.54,33197.3,3241.81,11274.24,8032.43,18.06,No
ORD-10600,2024-03-24,March 2024,Chennai,South,Home & Kitchen,Curtains Set,Regular,UPI,5,23711.75,118558.75,0,0,118558.75,75959.15,12542.61,42599.6,30056.99,25.35,No
ORD-10067,2024-01-06,January 2024,Delhi,North,Home & Kitchen,Water Purifier,Loyal,Debit Card,1,22943.78,22943.78,5,1147.19,21796.59,13962.05,2166.69,8981.73,6815.04,29.7,No
ORD-10950,2024-03-11,March 2024,Mumbai,West,Electronics,OnePlus Nord,Regular,UPI,1,32054.11,32054.11,0,0,32054.11,22300.02,2804.7,9754.09,6949.39,21.68,No
ORD-10426,2024-03-20,March 2024,Delhi,North,Electronics,PS5 Controller,Regular,Cash,2,50389.41,100778.82,10,10077.88,90700.94,68967.8,6240.46,31811.02,25570.56,25.37,No
ORD-10569,2024-03-08,March 2024,Hyderabad,South,Home & Kitchen,Mixer Grinder,Premium,Cash,1,9009.25,9009.25,5,450.46,8558.79,5697.21,768.71,3312.04,2543.33,28.23,No
ORD-10981,2024-01-02,January 2024,Delhi,North,Grocery,Honey 1kg,New,UPI,2,249.12,498.24,10,49.82,448.42,321.2,54.11,177.04,122.93,24.67,No
ORD-10807,2024-03-12,March 2024,Chennai,South,Electronics,Kindle Paperwhite,New,Credit Card,2,41625.55,83251.1,5,4162.56,79088.54,59983.25,6379.77,23267.85,16888.08,20.29,No
ORD-10980,2024-03-30,March 2024,Mumbai,West,Sports,Swimming Goggles,New,Cash,4,1687.16,6748.64,20,1349.73,5398.91,3522.12,378.26,3226.52,2848.26,42.2,No
ORD-10351,2024-01-21,January 2024,Delhi,North,Sports,Dumbbells Set,Regular,Debit Card,1,11144.43,11144.43,0,0,11144.43,6052.04,727.92,5092.39,4364.47,39.16,No
ORD-11085,2024-03-14,March 2024,Mumbai,West,Electronics,OnePlus Nord,New,Debit Card,2,31938.17,63876.34,0,0,63876.34,49208.99,5079.96,14667.35,9587.39,15.01,No
ORD-10046,2024-02-20,February 2024,Chennai,South,Sports,Cricket Bat SG,Regular,Cash,1,1625.63,1625.63,0,0,1625.63,981.92,101.96,643.71,541.75,33.33,No
ORD-10199,2024-02-25,February 2024,Delhi,North,Sports,Treadmill,Regular,Credit Card,2,1651.13,3302.26,0,0,3302.26,1967.38,329.95,1334.88,1004.93,30.43,No
ORD-11134,2024-01-21,January 2024,Hyderabad,South,Sports,Treadmill,Regular,UPI,1,3032.6,3032.6,10,303.26,2729.34,1768.84,233.56,1263.76,1030.2,33.97,No
ORD-11170,2024-03-16,March 2024,Delhi,North,Grocery,Tata Salt 1kg,New,Unkown,3,353.59,1060.77,0,0,1060.77,716.29,80.42,344.48,264.06,24.89,No
ORD-10560,2024-01-03,January 2024,Mumbai,West,Home & Kitchen,Bed Sheet Set,Regular,Credit Card,1,9898.93,9898.93,10,989.89,8909.04,5816.94,813.45,4081.99,3268.54,33.02,No
ORD-11158,2024-03-25,March 2024,Delhi,North,Clothing,Kids Jeans,Regular,UPI,1,1970.07,1970.07,0,0,1970.07,948.39,135.86,1021.68,885.82,44.96,No
ORD-10216,2024-03-08,March 2024,Bangalore,South,Sports,Treadmill,Regular,EMI,2,9325.1,18650.2,10,1865.02,16785.18,10103.76,2036.35,8546.44,6510.09,34.91,No
ORD-10037,2024-03-01,March 2024,Delhi,North,Electronics,Boat Earbuds,New,UPI,2,44782.52,89565.04,0,0,89565.04,63906.34,9609.4,25658.7,16049.3,17.92,No
ORD-10520,2024-01-11,January 2024,Chennai,South,Grocery,Tata Salt 1kg,Regular,Debit Card,4,1311.1,5244.4,5,262.22,4982.18,3442.42,281.15,1801.98,1520.83,29,No
ORD-10173,2024-01-08,January 2024,Hyderabad,South,Clothing,Ethnic Saree,Regular,Credit Card,1,3816.81,3816.81,10,381.68,3435.13,1832.49,406.43,1984.32,1577.89,41.34,No
ORD-11182,2024-03-17,March 2024,Bangalore,South,Clothing,Women Kurti,Loyal,Credit Card,4,5045.67,20182.68,15,3027.4,17155.28,10713.95,1884.04,9468.73,7584.69,37.58,No
ORD-11173,2024-02-22,February 2024,Bangalore,South,Electronics,Kindle Paperwhite,Premium,UPI,1,35246.47,35246.47,0,0,35246.47,25435.1,3710.78,9811.37,6100.59,17.31,No
